attack_family,feature,normal_mean,attack_mean,effect
Reconnaissance,sttl,75.44598214285715,252.81498427223335,1.9717224102300273
Reconnaissance,rate,13799.31211808975,103843.88290228747,1.323573792651753
Reconnaissance,ct_state_ttl,0.4992857142857143,1.5274997617005053,1.0185028097624353
Reconnaissance,dmean,253.06739285714286,23.565055762081784,0.7083395949365247
Reconnaissance,dttl,64.27630357142857,122.71432656562769,0.6750029500407319
Reconnaissance,ct_srv_dst,5.519696428571429,2.0457535030025737,0.6005671809030464
Reconnaissance,ct_srv_src,5.727303571428571,2.5711562291487944,0.5340714029430078
Reconnaissance,dload,2062949.2436909152,2384.2411498311885,0.5236217206148613
Reconnaissance,ct_dst_ltm,3.4915714285714285,1.748832332475455,0.5199364134702544
Reconnaissance,sloss,5.014678571428571,0.9718806596130016,0.5086156258013392
Reconnaissance,swin,178.11255357142858,123.96339719759794,0.462750413772533
Reconnaissance,dwin,174.218375,123.96339719759794,0.423626942534656
Reconnaissance,spkts,30.725482142857143,7.057096558955295,0.4127428757091523
Reconnaissance,ackdat,0.01461786692857143,0.031413765703936704,0.3709629770154114
Reconnaissance,sload,23170702.730774283,73682736.35785116,0.33357253355228017
Fuzzers,sttl,75.44598214285715,253.22035855697317,1.9762287532333522
Fuzzers,dttl,64.27630357142857,163.0835899692037,1.1412981888630667
Fuzzers,ct_state_ttl,0.4992857142857143,1.4252089749230092,0.9171781351894362
Fuzzers,rate,13799.31211808975,67191.44149784882,0.7848160368300927
Fuzzers,tcprtt,0.03194473557142857,0.10111607055653322,0.7767286856225262
Fuzzers,sload,23170702.730774283,134145333.44879171,0.7328568277796341
Fuzzers,ackdat,0.01461786692857143,0.0477714235591729,0.7322467365887947
Fuzzers,synack,0.01732686864285714,0.053344646997360315,0.7064633015674173
Fuzzers,dmean,253.06739285714286,39.6100417949846,0.6588180996386314
Fuzzers,smean,139.978,246.8124725032996,0.5693868415562104
Fuzzers,dload,2062949.2436909152,3170.8370674911457,0.5234218343179836
Fuzzers,dur,1.0171770462321428,2.858527404201496,0.37893777761135244
Fuzzers,dpkts,38.057696428571425,6.196656401231852,0.30122012852504815
Fuzzers,ct_dst_ltm,3.4915714285714285,2.4981852177738673,0.2963711922168563
Fuzzers,sjit,5440.295684464233,19946.076331938737,0.28815153578045277
Shellcode,sttl,75.44598214285715,254.0,1.9848956368866684
Shellcode,rate,13799.31211808975,100977.77541366815,1.281444603453317
Shellcode,ct_state_ttl,0.4992857142857143,1.5083848190644307,0.9995684032230194
Shellcode,sload,23170702.730774283,132999703.31264561,0.7252912890438655
Shellcode,dmean,253.06739285714286,21.964695498676083,0.7132789718295092
Shellcode,dttl,64.27630357142857,123.88702559576346,0.688548502478913
Shellcode,ct_srv_dst,5.519696428571429,1.562224183583407,0.6841586061133458
Shellcode,ct_srv_src,5.727303571428571,2.215357458075905,0.594278335074078
Shellcode,ct_dst_ltm,3.4915714285714285,1.6654898499558695,0.5448011746660143
Shellcode,dload,2062949.2436909152,2305.3282084227717,0.5236417736246465
Shellcode,sloss,5.014678571428571,0.9832303618711385,0.5071877444076615
Shellcode,ct_dst_src_ltm,3.87,1.40864960282436,0.4565335684040612
Shellcode,swin,178.11255357142858,125.36187113857017,0.45079926922713515
Shellcode,spkts,30.725482142857143,5.932921447484555,0.4323468857361259
Shellcode,dwin,174.218375,125.36187113857017,0.4118384338985993
DoS,rate,13799.31211808975,151574.78307650116,2.025174877759631
DoS,sttl,75.44598214285715,232.8462165688193,1.749739615531888
DoS,ct_state_ttl,0.4992857142857143,1.8523320287018916,1.3402671130942576
DoS,sbytes,4105.702928571429,17272.011415525114,1.1602261235611586
DoS,swin,178.11255357142858,47.42783757338552,1.1168116080025696
DoS,dwin,174.218375,47.42783757338552,1.0687874129315658
DoS,stcpb,1473765351.397232,399181475.262394,0.7508953771338583
DoS,dtcpb,1463697455.0859642,400756918.3934279,0.7447560651876178
DoS,sload,23170702.730774283,126281382.64541304,0.6809246879537025
DoS,dmean,253.06739285714286,44.22659817351598,0.6445694879836831
DoS,dload,2062949.2436909152,15009.758614252609,0.5204133796160476
DoS,ct_dst_sport_ltm,1.1903035714285715,2.0538160469667317,0.42973797365615285
DoS,dur,1.0171770462321428,2.5749365815394656,0.32057665387114487
DoS,ct_dst_ltm,3.4915714285714285,2.4319960861056753,0.3161183476042368
DoS,sloss,5.014678571428571,7.117172211350294,0.26451015898835417
Exploits,sbytes,4105.702928571429,28344.31797083221,2.13592704430702
Exploits,sttl,75.44598214285715,175.93495642799388,1.1170856248856196
Exploits,dttl,64.27630357142857,149.9904770460875,0.990062924637972
Exploits,ct_state_ttl,0.4992857142857143,1.4343425268768903,0.9262254229127738
Exploits,sloss,5.014678571428571,12.240858862635882,0.9091100498058677
Exploits,rate,13799.31211808975,73646.75965783336,0.879703378347455
Exploits,trans_depth,0.09373214285714286,0.2597550384811188,0.5615413900621675
Exploits,ackdat,0.01461786692857143,0.03819521833917288,0.52074167547637
Exploits,dload,2062949.2436909152,53272.9958734108,0.5106900939612745
Exploits,ct_srv_dst,5.519696428571429,2.612553529182763,0.5025801093960875
Exploits,ct_srv_src,5.727303571428571,2.7797442577785763,0.4987749199191969
Exploits,tcprtt,0.03194473557142857,0.0734971626987692,0.4665944659589868
Exploits,ct_dst_ltm,3.4915714285714285,2.0252747581828525,0.43746136962960946
Exploits,synack,0.01732686864285714,0.03530194435959633,0.3525684236208366
Exploits,ct_flw_http_mthd,0.11689285714285715,0.2588865929985326,0.2863590878597796
